timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gravity_x,gravity_y,gravity_z,pedo
1628839782133,-1.0707789659500122, 5.782685279846191, 6.761238098144531, -0.36525222659111023, -0.17683374881744385, -0.06764423102140427, -1.0534738302230835, 5.766927242279053, 7.865675926208496,15
1628839782150,-0.9366320967674255, 5.582662582397461, 8.366209030151367, -0.5090628266334534, -0.34088432788848877, -0.11664635688066483, -1.0259052515029907, 5.7128472328186035, 7.908666610717773,15
1628839782166,-1.0037055015563965, 5.410787105560303, 9.857394218444824, -0.4323638379573822, -0.16831164062023163, -0.14753900468349457, -1.0016149282455444, 5.648099422454834, 7.958130836486816,15
1628839782183,-1.199535846710205, 5.177227973937988, 9.596885681152344, -0.18096163868904114, 0.10972214490175247, -0.1422126740217209, -1.0088648796081543, 5.599792003631592, 7.9912848472595215,15
1628839782199,-1.3432645797729492, 4.958041667938232, 8.650073051452637, 0.01717737503349781, 0.10120003670454025, -0.07723160833120346, -1.0416772365570068, 5.576594829559326, 8.003287315368652,15
1628839782215,-1.3001459836959839, 4.934086799621582, 7.769734859466553, 0.133291095495224, -0.05326317623257637, -0.013315794058144093, -1.0486680269241333, 5.585460662841797, 7.996188163757324,15
1628839782231,-1.0659879446029663, 5.110753536224365, 7.457124710083008, 0.10133319348096848, -0.2822948396205902, 0.043143171817064285, -1.0263245105743408, 5.60094690322876, 7.988251686096191,15
1628839782248,-0.9318411350250244, 5.215555667877197, 7.632593631744385, 0.011851056478917599, -0.34194958209991455, 0.04846949130296707, -0.9839224219322205, 5.608698844909668, 7.988147735595703,15
1628839782264,-0.9893326163291931, 5.225137710571289, 7.4667067527771, -0.07656581699848175, -0.37923380732536316, 0.03568632900714874, -0.937630295753479, 5.606260299682617, 7.995423793792725,15
1628839782280,-1.080360770225525, 5.082007884979248, 7.8451924324035645, -0.12450267374515533, -0.4442148804664612, 0.060187388211488724, -0.8669859766960144, 5.590219020843506, 8.014605522155762,15
1628839782297,-0.9797507524490356, 5.043680191040039, 8.200322151184082, -0.12024161964654922, -0.3717769682407379, 0.1422126740217209, -0.8081533312797546, 5.574758052825928, 8.031505584716797,15
1628839782313,-0.812666118144989, 5.182018756866455, 8.33746337890625, -0.13941636681556702, -0.23009692132472992, 0.19867165386676788, -0.7556769251823425, 5.559014797210693, 8.047510147094727,15
1628839782329,-0.5593442320823669, 5.425159931182861, 8.077553749084473, -0.17989638447761536, -0.08628634363412857, 0.21784639358520508, -0.7068154215812683, 5.5350470542907715, 8.068443298339844,15
1628839782345,-0.45933300256729126, 5.625781536102295, 8.0350341796875, -0.23102903366088867, -0.046871595084667206, 0.18695375323295593, -0.6820670366287231, 5.511129856109619, 8.08692455291748,15
1628839782362,-0.4066324830055237, 5.653928279876709, 8.138638496398926, -0.24274691939353943, -0.047936856746673584, 0.12303793430328369, -0.662851095199585, 5.483495712280273, 8.107281684875488,15
1628839782378,-0.6024628281593323, 5.644346237182617, 8.309316635131836, -0.20333217084407806, -0.08841687440872192, 0.038882117718458176, -0.6475516557693481, 5.456894397735596, 8.126443862915039,15
1628839782394,-0.7414005994796753, 5.4970245361328125, 8.323689460754395, -0.16072162985801697, -0.13954952359199524, 0.022903166711330414, -0.6319267749786377, 5.434397220611572, 8.142733573913574,15
1628839782411,-0.8509937524795532, 5.4539055824279785, 8.57940673828125, -0.08615318685770035, -0.207726389169693, 0.04420843720436096, -0.6000006794929504, 5.413288116455078, 8.159192085266113,15
1628839782427,-0.631208598613739, 5.429951190948486, 8.7638578414917, 0.011851056478917599, -0.17576847970485687, 0.08362318575382233, -0.5698277354240417, 5.408436298370361, 8.164571762084961,15
1628839782443,-0.5928809642791748, 5.611408710479736, 8.503350257873535, 0.044874224811792374, -0.1086568832397461, 0.08894950151443481, -0.5449103713035583, 5.412156581878662, 8.163806915283203,15
1628839782459,-0.4880787432193756, 5.792267322540283, 8.200322151184082, 0.01717737503349781, -0.07030738890171051, 0.06338317692279816, -0.5266701579093933, 5.417818069458008, 8.161248207092285,15
1628839782476,-0.4880787432193756, 5.982707500457764, 8.030242919921875, -0.049934227019548416, -0.046871595084667206, -0.006924212910234928, -0.5140085816383362, 5.417625427246094, 8.16218376159668,15
1628839782492,-0.6024628281593323, 6.011453628540039, 8.14342975616455, -0.09680582582950592, -0.029827378690242767, -0.08575371652841568, -0.5137442946434021, 5.409265041351318, 8.167742729187012,15
1628839782508,-0.8318299055099487, 5.687464714050293, 8.40872859954834, -0.1255679428577423, 0.009587371721863747, -0.13262531161308289, -0.523015022277832, 5.3949198722839355, 8.176637649536133,15
1628839782524,-1.0522139072418213, 5.444324016571045, 8.3757905960083, -0.09254477173089981, 0.047936856746673584, -0.10492845624685287, -0.5382819771766663, 5.379866600036621, 8.18556022644043,15
1628839782541,-1.2480443716049194, 5.549126148223877, 8.020661354064941, -0.0318247489631176, 0.051132649183273315, -0.03675159066915512, -0.5539912581443787, 5.371077060699463, 8.190282821655273,15
1628839782557,-1.2528352737426758, 5.706628799438477, 7.755361557006836, 0.0022636849898844957, 0.010652635246515274, 0.02503369376063347, -0.5635732412338257, 5.3707451820373535, 8.189846992492676,15
1628839782573,-1.2001347541809082, 5.687464714050293, 7.476288318634033, -0.011584741063416004, -0.019174743443727493, 0.03994738310575485, -0.5628480315208435, 5.372792720794678, 8.188553810119629,15
1628839782590,-0.913276195526123, 5.916233062744141, 7.688887119293213, -0.026498429477214813, -0.10546109080314636, 0.02503369376063347, -0.5537823438644409, 5.372803211212158, 8.189165115356445,15
